,token,ocurrences
13476,viajem,"[[118, 1]]"
13477,vip,"[[118, 1]]"
13478,virgem,"[[118, 1], [197, 3]]"
13479,ópera,"[[118, 1], [199, 1]]"
13480,abcd,"[[119, 1]]"
13481,advertiram,"[[119, 1], [245, 1]]"
13482,afastados,"[[119, 1]]"
13483,alertando,"[[119, 1]]"
13484,alimento,"[[119, 2]]"
13485,alviverde,"[[119, 1]]"
13486,amadeu,"[[119, 1]]"
13487,anabolizante,"[[119, 1]]"
13488,animais,"[[119, 1], [164, 1], [184, 2], [194, 1], [238, 1]]"
13489,anormal,"[[119, 1], [121, 1]]"
13490,antidopagem,"[[119, 1]]"
13491,avisos,"[[119, 1]]"
13492,barros,"[[119, 2], [166, 1], [193, 1]]"
13493,broncodilatação,"[[119, 1]]"
13494,calvário,"[[119, 1], [182, 1]]"
13495,clembuterol,"[[119, 8]]"
13496,comemora,"[[119, 1], [190, 1], [201, 1]]"
13497,comeu,"[[119, 1]]"
13498,contaminação,"[[119, 4], [155, 1]]"
13499,decisiva,"[[119, 1], [193, 1]]"
13500,desportiva,"[[119, 1]]"
13501,dolo,"[[119, 1]]"
13502,doping,"[[119, 2]]"
13503,emitiu,"[[119, 1]]"
13504,esteroide,"[[119, 2]]"
13505,esteroides,"[[119, 1]]"
13506,filiado,"[[119, 1]]"
13507,fisiologista,"[[119, 2]]"
13508,gordura,"[[119, 1]]"
13509,guarulhos,"[[119, 1]]"
13510,hormônios,"[[119, 1], [184, 1]]"
13511,induzir,"[[119, 1]]"
13512,ingeriu,"[[119, 1]]"
13513,ingestão,"[[119, 2], [184, 1], [223, 1]]"
13514,inverte,"[[119, 1]]"
13515,involuntária,"[[119, 2]]"
13516,itu,"[[119, 2]]"
13517,juvenil,"[[119, 1]]"
13518,mexicanos,"[[119, 1]]"
13519,motivam,"[[119, 1]]"
13520,muscular,"[[119, 2]]"
13521,nutricional,"[[119, 1]]"
13522,organizadores,"[[119, 1], [230, 1], [232, 2]]"
13523,pego,"[[119, 1]]"
13524,preventivamente,"[[119, 1]]"
13525,proibida,"[[119, 2], [164, 1], [165, 1], [181, 1], [190, 1], [204, 1]]"
13526,proibido,"[[119, 1], [131, 1], [164, 1], [197, 1], [249, 1]]"
13527,proteína,"[[119, 1]]"
13528,ratificando,"[[119, 1]]"
13529,reforçou,"[[119, 1], [175, 1], [214, 1], [233, 1]]"
13530,representou,"[[119, 1], [212, 1], [245, 1]]"
13531,resolveria,"[[119, 1], [150, 1], [173, 1]]"
13532,respiração,"[[119, 1], [249, 1]]"
13533,selecionados,"[[119, 2], [232, 1]]"
13534,sorteado,"[[119, 1]]"
13535,suplementação,"[[119, 1]]"
13536,suspensos,"[[119, 1]]"
13537,testou,"[[119, 1]]"
13538,tjd,"[[119, 1]]"
13539,turibio,"[[119, 1]]"
13540,viajam,"[[119, 1], [130, 1]]"
13541,wada,"[[119, 4]]"
13542,aldir,"[[120, 1]]"
13543,amorim,"[[120, 1], [140, 1], [229, 1]]"
13544,apartidário,"[[120, 1]]"
13545,apreciador,"[[120, 1]]"
13546,baiano,"[[120, 1], [183, 1], [191, 1]]"
13547,bellintani,"[[120, 1]]"
13548,blanc,"[[120, 1]]"
13549,bosco,"[[120, 1]]"
13550,catarina,"[[120, 1], [194, 1], [212, 1], [219, 1]]"
13551,cerrado,"[[120, 1]]"
13552,colaborador,"[[120, 1], [198, 1]]"
13553,colorado,"[[120, 1]]"
13554,comemorando,"[[120, 1], [230, 1]]"
13555,corinthiana,"[[120, 1]]"
13556,cruzmaltino,"[[120, 1]]"
13557,democratização,"[[120, 1], [124, 1], [211, 1]]"
13558,desejou,"[[120, 1]]"
13559,diretas,"[[120, 1], [150, 1], [166, 1], [217, 1]]"
13560,ditaduranãosecomemora,"[[120, 1]]"
13561,efeméride,"[[120, 1]]"
13562,engajamento,"[[120, 1], [138, 1], [248, 1]]"
13563,entregue,"[[120, 1], [124, 1]]"
13564,equilibrista,"[[120, 1]]"
13565,estátua,"[[120, 1]]"
13566,indefensável,"[[120, 1]]"
13567,lajes,"[[120, 1]]"
13568,lembranças,"[[120, 1]]"
13569,lgbts,"[[120, 1], [248, 1]]"
13570,maracanã,"[[120, 1]]"
13571,medeiros,"[[120, 1]]"
13572,notório,"[[120, 1]]"
13573,nuncamais,"[[120, 1]]"
13574,pequeninos,"[[120, 1]]"
13575,posiciona,"[[120, 1]]"
13576,posicionar,"[[120, 1]]"
13577,protesto,"[[120, 1], [126, 2], [164, 1], [185, 1], [217, 1], [230, 1], [231, 1], [246, 1], [248, 1]]"
13578,recordem,"[[120, 1]]"
13579,rememorado,"[[120, 1]]"
13580,repudiar,"[[120, 1]]"
13581,sócio,"[[120, 1], [132, 1], [162, 3], [168, 1], [206, 1]]"
13582,sócrates,"[[120, 1]]"
13583,tachado,"[[120, 1], [152, 1]]"
13584,teixeira,"[[120, 1], [233, 1]]"
13585,versos,"[[120, 1], [183, 2], [195, 1]]"
13586,administradas,"[[121, 1]]"
13587,adota,"[[121, 1], [221, 1]]"
13588,amarga,"[[121, 1]]"
13589,apagou,"[[121, 1]]"
13590,ausente,"[[121, 1], [151, 1], [195, 1]]"
13591,banimento,"[[121, 1]]"
13592,batuta,"[[121, 1]]"
13593,belgas,"[[121, 1]]"
13594,caberá,"[[121, 1], [233, 1]]"
13595,cativante,"[[121, 1]]"
13596,ciclo,"[[121, 2], [129, 1], [148, 1], [149, 4], [154, 1], [161, 2], [167, 1]]"
13597,coleciona,"[[121, 1]]"
13598,comprometimento,"[[121, 1]]"
13599,conciliava,"[[121, 1]]"
13600,consistência,"[[121, 1]]"
13601,construído,"[[121, 1], [137, 2]]"
13602,converteu,"[[121, 1], [200, 1], [204, 1], [223, 1]]"
13603,cunha,"[[121, 1], [162, 1], [207, 1], [224, 10]]"
13604,demos,"[[121, 1], [125, 1], [211, 1]]"
13605,dependente,"[[121, 1], [138, 1], [186, 1]]"
13606,derrotas,"[[121, 2]]"
13607,desequilibrantes,"[[121, 1]]"
13608,dunga,"[[121, 2]]"
13609,empolgante,"[[121, 1]]"
13610,empolgar,"[[121, 1]]"
13611,encaixa,"[[121, 1]]"
13612,encaminha,"[[121, 1]]"
13613,entressafra,"[[121, 1]]"
13614,estacionada,"[[121, 1]]"
13615,evoluíram,"[[121, 1]]"
13616,exibiu,"[[121, 1], [184, 1]]"
13617,experientes,"[[121, 1]]"
13618,felipão,"[[121, 1]]"
13619,formiga,"[[121, 1]]"
13620,fracassos,"[[121, 1], [166, 1], [198, 1]]"
13621,habilidosos,"[[121, 1]]"
13622,imediatismo,"[[121, 1]]"
13623,imponham,"[[121, 1]]"
13624,iniciaria,"[[121, 1]]"
13625,jamaica,"[[121, 1], [139, 1]]"
13626,jogadas,"[[121, 1]]"
13627,ligamentos,"[[121, 1]]"
13628,marta,"[[121, 1]]"
13629,mostras,"[[121, 1], [173, 1]]"
13630,motivacionais,"[[121, 1]]"
13631,nero,"[[121, 1]]"
13632,palestrantes,"[[121, 1]]"
13633,panamenho,"[[121, 1]]"
13634,parreira,"[[121, 1]]"
13635,performance,"[[121, 1], [178, 1]]"
13636,philippe,"[[121, 1]]"
13637,polo,"[[121, 1], [155, 2], [168, 1]]"
13638,pontas,"[[121, 1], [124, 1], [143, 1], [217, 1]]"
13639,pro,"[[121, 1], [202, 1], [240, 1]]"
13640,professoral,"[[121, 1]]"
13641,profundas,"[[121, 1], [130, 1], [157, 1], [204, 1], [238, 1]]"
13642,questionados,"[[121, 1], [222, 1], [235, 1]]"
13643,recheado,"[[121, 1], [140, 1]]"
13644,reformulações,"[[121, 1]]"
13645,reinado,"[[121, 1], [185, 1]]"
13646,remete,"[[121, 1], [190, 1]]"
13647,resultadista,"[[121, 1]]"
13648,richarlison,"[[121, 1]]"
13649,sétima,"[[121, 1], [244, 1]]"
13650,treinada,"[[121, 1]]"
13651,triunfos,"[[121, 1]]"
13652,tropeço,"[[121, 1]]"
13653,táticos,"[[121, 1]]"
13654,tímida,"[[121, 1], [138, 1]]"
13655,vadão,"[[121, 2]]"
13656,adversidade,"[[122, 1]]"
13657,apressei,"[[122, 1]]"
13658,ballotelli,"[[122, 1]]"
13659,bonucci,"[[122, 8]]"
13660,cagliari,"[[122, 1]]"
13661,condeno,"[[122, 1]]"
13662,convido,"[[122, 1]]"
13663,curva,"[[122, 1], [210, 1]]"
13664,desafiadora,"[[122, 1]]"
13665,entendidos,"[[122, 1]]"
13666,entrevistaram,"[[122, 1]]"
13667,errados,"[[122, 1], [171, 1]]"
13668,injustificáveis,"[[122, 1]]"
13669,insulto,"[[122, 1]]"
13670,interpretadas,"[[122, 1]]"
13671,interrompeu,"[[122, 1], [151, 1]]"
13672,interrompido,"[[122, 1], [151, 1], [216, 1], [240, 1]]"
13673,kean,"[[122, 9]]"
13674,kevin,"[[122, 1]]"
13675,lilian,"[[122, 1]]"
13676,marfim,"[[122, 1]]"
13677,merecer,"[[122, 1]]"
13678,moise,"[[122, 1]]"
13679,parabenizou,"[[122, 1], [241, 1]]"
13680,posicionou,"[[122, 1]]"
13681,provocando,"[[122, 1], [166, 1], [184, 2]]"
13682,retidão,"[[122, 1]]"
13683,retificação,"[[122, 1], [132, 1]]"
13684,sterling,"[[122, 1]]"
13685,suportou,"[[122, 1]]"
13686,thuram,"[[122, 6]]"
13687,touré,"[[122, 1]]"
13688,vergonhosos,"[[122, 1]]"
13689,violenta,"[[122, 1], [151, 1]]"
13690,yaya,"[[122, 1]]"
13691,absolutos,"[[123, 2], [135, 1]]"
13692,analisada,"[[123, 1]]"
13693,anêmica,"[[123, 1]]"
13694,aumentando,"[[123, 2], [236, 2]]"
13695,austríacos,"[[123, 1]]"
13696,contraponto,"[[123, 1], [177, 1], [216, 1], [240, 1]]"
13697,contratual,"[[123, 1]]"
13698,cresce,"[[123, 1], [140, 1], [151, 1]]"
13699,crescimentos,"[[123, 1]]"
13700,croácia,"[[123, 1]]"
13701,dinamarca,"[[123, 2]]"
13702,empregadas,"[[123, 1]]"
13703,envolve,"[[123, 1], [148, 1], [202, 1], [218, 1]]"
13704,esperadas,"[[123, 1]]"
13705,exacerbar,"[[123, 1], [125, 1]]"
13706,febre,"[[123, 1], [198, 1], [226, 2]]"
13707,frustrando,"[[123, 1]]"
13708,grécia,"[[123, 1], [129, 2], [188, 2]]"
13709,impedem,"[[123, 1], [136, 1]]"
13710,melhorias,"[[123, 1], [134, 1]]"
13711,modesto,"[[123, 2], [177, 1]]"
13712,oit,"[[123, 6], [125, 1]]"
13713,optar,"[[123, 1]]"
13714,participarem,"[[123, 1]]"
13715,percentagem,"[[123, 2], [130, 1]]"
13716,poderem,"[[123, 1], [239, 1]]"
13717,quantificar,"[[123, 1]]"
13718,registrar,"[[123, 1], [132, 1], [183, 1], [246, 1]]"
13719,registraram,"[[123, 1], [127, 1]]"
13720,remunerações,"[[123, 1]]"
13721,rondam,"[[123, 1], [160, 1]]"
13722,salientam,"[[123, 1], [185, 1]]"
13723,salários,"[[123, 3], [133, 1], [151, 1], [152, 1], [207, 2], [243, 2]]"
13724,sugerem,"[[123, 2], [162, 1], [173, 1]]"
13725,temporário,"[[123, 3]]"
13726,variável,"[[123, 1]]"
13727,volatilidade,"[[123, 1]]"
13728,voltadas,"[[123, 1], [248, 1]]"
13729,áustria,"[[123, 1], [188, 1]]"
13730,aceitaram,"[[124, 1], [135, 1]]"
13731,acompanhe,"[[124, 1]]"
13732,algoritmo,"[[124, 1], [185, 1]]"
13733,amazon,"[[124, 1], [125, 1], [135, 11], [145, 3]]"
13734,andré,"[[124, 1], [226, 2]]"
13735,apostou,"[[124, 1]]"
13736,arcar,"[[124, 1]]"
13737,artífice,"[[124, 1]]"
13738,artísticas,"[[124, 1], [187, 2]]"
13739,aspira,"[[124, 1]]"
13740,assinaturas,"[[124, 1], [209, 1]]"
13741,atingirem,"[[124, 1]]"
13742,atrasos,"[[124, 1]]"
13743,audible,"[[124, 1]]"
13744,beneficiar,"[[124, 1], [223, 1]]"
13745,beneficiarão,"[[124, 1], [150, 1]]"
13746,brincamos,"[[124, 1]]"
13747,buscá,"[[124, 1]]"
13748,bônus,"[[124, 5], [129, 1], [142, 1], [210, 1]]"
13749,cantábria,"[[124, 1]]"
13750,circo,"[[124, 1], [184, 3], [186, 1], [195, 1]]"
13751,classes,"[[124, 1], [130, 1], [156, 1], [201, 1]]"
13752,cliques,"[[124, 1], [153, 1]]"
13753,concebido,"[[124, 1]]"
13754,consumidor,"[[124, 1]]"
13755,cooltura,"[[124, 1]]"
13756,cupons,"[[124, 1]]"
13757,daremos,"[[124, 1]]"
13758,decidirá,"[[124, 1]]"
13759,deezer,"[[124, 1]]"
13760,democratizar,"[[124, 1], [211, 1]]"
13761,denis,"[[124, 1]]"
13762,deputação,"[[124, 1]]"
13763,desconto,"[[124, 1]]"
13764,despendido,"[[124, 1]]"
13765,destacados,"[[124, 1]]"
13766,detrimento,"[[124, 1]]"
13767,distritos,"[[124, 1]]"
13768,dotações,"[[124, 1]]"
13769,dvds,"[[124, 2]]"
13770,editorializados,"[[124, 1]]"
13771,eliseu,"[[124, 1]]"
13772,elitistas,"[[124, 1]]"
13773,emancipação,"[[124, 1]]"
13774,empregador,"[[124, 1]]"
13775,encontre,"[[124, 1]]"
13776,estrangeiras,"[[124, 1], [220, 1], [249, 4]]"
13777,experimental,"[[124, 1]]"
13778,fgts,"[[124, 1], [220, 1]]"
13779,figuram,"[[124, 1], [130, 1]]"
13780,franck,"[[124, 1]]"
13781,físicas,"[[124, 1], [173, 1], [207, 1], [238, 1]]"
13782,garandeau,"[[124, 1]]"
13783,gastar,"[[124, 2], [178, 1]]"
13784,geolocalizadas,"[[124, 1]]"
13785,gestação,"[[124, 1], [146, 1], [151, 1]]"
13786,gostos,"[[124, 1], [186, 1], [243, 1]]"
13787,gps,"[[124, 1]]"
13788,guipuzcoa,"[[124, 1]]"
13789,inscrições,"[[124, 1]]"
13790,integra,"[[124, 1]]"
13791,introduza,"[[124, 1]]"
13792,isento,"[[124, 1]]"
13793,jack,"[[124, 1], [198, 2]]"
13794,jobo,"[[124, 1]]"
13795,lang,"[[124, 1]]"
13796,lança,"[[124, 1], [125, 1], [143, 1], [151, 1]]"
13797,lançamento,"[[124, 1], [136, 1], [170, 1], [175, 1], [197, 1], [198, 1], [246, 1]]"
13798,macronismo,"[[124, 1]]"
13799,maioridade,"[[124, 2], [249, 1]]"
13800,malraux,"[[124, 1]]"
13801,mecânica,"[[124, 1]]"
13802,mitterrand,"[[124, 1]]"
13803,monopolizem,"[[124, 1]]"
13804,móvel,"[[124, 1]]"
13805,nascidos,"[[124, 1], [178, 2]]"
13806,ocs,"[[124, 1]]"
13807,orange,"[[124, 1]]"
13808,orientação,"[[124, 1], [194, 1], [208, 1], [221, 1], [242, 1]]"
13809,partidário,"[[124, 1], [168, 2], [210, 8]]"
13810,precise,"[[124, 1], [221, 1]]"
13811,preferências,"[[124, 1]]"
13812,prefira,"[[124, 1]]"
13813,prescritoras,"[[124, 1]]"
13814,price,"[[124, 1], [198, 2]]"
13815,proporá,"[[124, 2], [189, 1]]"
13816,proximidades,"[[124, 1]]"
13817,psoe,"[[124, 1]]"
13818,renzi,"[[124, 1]]"
13819,reunido,"[[124, 1]]"
13820,revenda,"[[124, 1]]"
13821,riester,"[[124, 2]]"
13822,seine,"[[124, 1]]"
13823,shows,"[[124, 2], [166, 1], [178, 1], [191, 1], [192, 3], [195, 1], [196, 2]]"
13824,subvencionar,"[[124, 1]]"
13825,teatros,"[[124, 1]]"
13826,terminologia,"[[124, 1]]"
13827,tinder,"[[124, 1], [185, 1]]"
13828,tornem,"[[124, 1], [211, 1]]"
13829,tortuosa,"[[124, 1]]"
13830,troussel,"[[124, 1]]"
13831,trâmites,"[[124, 1], [139, 2]]"
13832,télévisions,"[[124, 1]]"
13833,ubisoft,"[[124, 1]]"
13834,unânimes,"[[124, 1]]"
13835,usuário,"[[124, 2], [141, 3], [153, 1], [185, 2]]"
13836,utilizado,"[[124, 1], [224, 1]]"
13837,videogames,"[[124, 2], [243, 1]]"
13838,workshops,"[[124, 2]]"
13839,éric,"[[124, 1], [167, 1]]"
13840,abrangem,"[[125, 1]]"
13841,absurdo,"[[125, 1], [158, 1], [170, 1], [230, 1]]"
13842,academy,"[[125, 1]]"
13843,afetariam,"[[125, 1]]"
13844,afetará,"[[125, 1]]"
13845,airbnb,"[[125, 2], [152, 1]]"
13846,alain,"[[125, 1]]"
13847,alemã,"[[125, 1], [175, 1], [181, 1], [244, 1]]"
13848,aluguéis,"[[125, 1], [135, 1]]"
13849,amsterdã,"[[125, 1], [188, 1], [195, 1], [243, 1]]"
13850,andamos,"[[125, 1]]"
13851,antigas,"[[125, 1], [164, 1], [188, 1]]"
13852,aplicar,"[[125, 2]]"
13853,assalariados,"[[125, 4]]"
13854,assegura,"[[125, 1], [192, 1]]"
13855,assimetria,"[[125, 1], [152, 1]]"
13856,assistiria,"[[125, 1]]"
13857,assumida,"[[125, 1]]"
13858,avalanche,"[[125, 1], [188, 1], [244, 3]]"
13859,bolsos,"[[125, 1], [185, 1]]"
13860,calcular,"[[125, 1], [140, 1]]"
13861,californiana,"[[125, 1]]"
13862,carretero,"[[125, 2]]"
13863,carro,"[[125, 1], [136, 1], [150, 1], [164, 1], [196, 1], [211, 1], [217, 2], [221, 1], [249, 1]]"
13864,catalunha,"[[125, 4], [175, 2]]"
13865,chamá,"[[125, 1], [135, 1], [238, 1]]"
13866,cigarros,"[[125, 1]]"
13867,clique,"[[125, 2], [208, 1]]"
13868,cnmc,"[[125, 2]]"
13869,colaborativa,"[[125, 4]]"
13870,colaborativas,"[[125, 2]]"
13871,colaborativo,"[[125, 2]]"
13872,colchão,"[[125, 1]]"
13873,comerciantes,"[[125, 1], [138, 1]]"
13874,comodidade,"[[125, 1]]"
13875,comprometiam,"[[125, 1]]"
13876,computadores,"[[125, 1]]"
13877,conotação,"[[125, 1]]"
13878,consumidores,"[[125, 2], [138, 1], [141, 1]]"
13879,consumidoreso,"[[125, 1]]"
13880,controles,"[[125, 1], [217, 1]]"
13881,cooperativa,"[[125, 1], [137, 1]]"
13882,cuidum,"[[125, 1]]"
13883,deliveroo,"[[125, 2]]"
13884,desconhecida,"[[125, 1]]"
13885,desprotegidos,"[[125, 1]]"
13886,desumanização,"[[125, 1], [161, 1]]"
13887,detecta,"[[125, 1], [141, 1], [181, 1]]"
13888,digitalização,"[[125, 1], [130, 1], [136, 1]]"
13889,dimmons,"[[125, 3]]"
13890,disfuncionais,"[[125, 1]]"
13891,disruptiva,"[[125, 1]]"
13892,disrupção,"[[125, 1]]"
13893,domicílio,"[[125, 1]]"
13894,eficiências,"[[125, 1]]"
13895,eliminará,"[[125, 1]]"
13896,elétricos,"[[125, 2], [136, 3], [151, 1]]"
13897,encomendar,"[[125, 2]]"
13898,enquadra,"[[125, 1], [149, 1]]"
13899,enquadram,"[[125, 1]]"
13900,enquadramento,"[[125, 1]]"
13901,espalharam,"[[125, 1]]"
13902,esperassem,"[[125, 1]]"
13903,estudiosa,"[[125, 1]]"
13904,eurodeputado,"[[125, 2]]"
13905,expulsão,"[[125, 1], [161, 1]]"
13906,extrativistas,"[[125, 1]]"
13907,facilitam,"[[125, 1]]"
13908,fairmondo,"[[125, 1]]"
13909,faturamentos,"[[125, 1]]"
13910,faturar,"[[125, 1]]"
13911,feudal,"[[125, 1]]"
13912,fins,"[[125, 1], [152, 2], [173, 1], [185, 3]]"
13913,fornecedoras,"[[125, 1]]"
13914,fornecedores,"[[125, 1], [143, 1]]"
13915,fuster,"[[125, 3]]"
13916,gentrificação,"[[125, 1], [135, 1]]"
13917,gerada,"[[125, 1], [135, 1], [170, 1]]"
13918,gigantesco,"[[125, 1], [163, 1], [184, 1]]"
13919,glovo,"[[125, 1]]"
13920,hoteleiro,"[[125, 1], [243, 1]]"
13921,impactam,"[[125, 1]]"
13922,impressoras,"[[125, 2]]"
13923,incendiou,"[[125, 1]]"
13924,industrialização,"[[125, 2], [137, 1]]"
13925,inerente,"[[125, 1]]"
13926,intermediárias,"[[125, 2], [158, 1]]"
13927,intermediário,"[[125, 1], [162, 4], [175, 1], [187, 1]]"
13928,investiram,"[[125, 1]]"
13929,inés,"[[125, 1]]"
13930,irrisório,"[[125, 1]]"
13931,jurista,"[[125, 1]]"
13932,jurídicas,"[[125, 1]]"
13933,lentos,"[[125, 1]]"
13934,lucrativos,"[[125, 1], [185, 2]]"
13935,mayo,"[[125, 3], [169, 1]]"
13936,maço,"[[125, 1]]"
13937,mechanical,"[[125, 1]]"
13938,microcosmos,"[[125, 1]]"
13939,mobilidade,"[[125, 3], [136, 2]]"
13940,mobilitat,"[[125, 1]]"
13941,moisés,"[[125, 1]]"
13942,montero,"[[125, 2]]"
13943,multiplicar,"[[125, 1]]"
13944,nadam,"[[125, 1]]"
13945,nasceria,"[[125, 1]]"
13946,nocivos,"[[125, 1]]"
13947,normas,"[[125, 2], [143, 1], [169, 1], [185, 1], [197, 2], [206, 1]]"
13948,patinetes,"[[125, 3]]"
13949,pendente,"[[125, 1], [131, 1], [188, 1]]"
13950,pensada,"[[125, 1], [248, 1]]"
13951,pensador,"[[125, 1], [210, 1]]"
13952,pensaram,"[[125, 1]]"
13953,predominar,"[[125, 1]]"
13954,prolongou,"[[125, 1], [175, 1]]"
13955,quebrou,"[[125, 1], [150, 1], [229, 1]]"
13956,regulamentação,"[[125, 1], [242, 1]]"
13957,regulatório,"[[125, 1]]"
13958,reivindicam,"[[125, 1], [151, 1], [188, 1]]"
13959,restringindo,"[[125, 1]]"
13960,revolucionará,"[[125, 1]]"
13961,rodríguez,"[[125, 1], [221, 1], [243, 1], [247, 2]]"
13962,rápidas,"[[125, 1]]"
13963,rótulo,"[[125, 2], [152, 1]]"
13964,sabanés,"[[125, 2]]"
13965,saem,"[[125, 1], [129, 1], [143, 1], [241, 1]]"
13966,silício,"[[125, 1]]"
13967,simplicidade,"[[125, 1]]"
13968,simplificar,"[[125, 1]]"
13969,smart,"[[125, 1]]"
13970,som,"[[125, 1], [216, 1]]"
13971,supiot,"[[125, 1]]"
13972,sustentável,"[[125, 1], [127, 1], [136, 1], [148, 1], [155, 3], [217, 1]]"
13973,taxistas,"[[125, 1]]"
13974,taylorismo,"[[125, 1]]"
13975,tentamos,"[[125, 1], [199, 1]]"
13976,terceirização,"[[125, 1]]"
13977,triângulo,"[[125, 2]]"
13978,trocar,"[[125, 1], [166, 1]]"
13979,turk,"[[125, 1], [243, 1]]"
13980,uber,"[[125, 2], [152, 1]]"
13981,uned,"[[125, 1]]"
13982,unilateralmente,"[[125, 1]]"
13983,upwork,"[[125, 1]]"
13984,valência,"[[125, 1]]"
13985,verdadeiramente,"[[125, 1], [182, 1]]"
13986,viajamos,"[[125, 1]]"
13987,vigilante,"[[125, 1], [175, 1], [230, 1], [243, 1]]"
13988,visivelmente,"[[125, 1], [249, 1]]"
13989,vtcs,"[[125, 1]]"
13990,acatada,"[[126, 1]]"
13991,airbus,"[[126, 1], [143, 2]]"
13992,antitruste,"[[126, 1], [134, 1]]"
13993,aprovaram,"[[126, 2], [225, 1]]"
13994,assinado,"[[126, 1], [223, 1], [243, 1]]"
13995,assuma,"[[126, 1]]"
13996,aviões,"[[126, 5], [134, 1], [143, 9], [247, 3]]"
13997,bombardier,"[[126, 1]]"
13998,bovespa,"[[126, 1], [133, 1]]"
13999,cargueiro,"[[126, 2]]"
14000,comercializar,"[[126, 1]]"
14001,companhias,"[[126, 1], [133, 2], [134, 1], [143, 3], [145, 1], [152, 1], [185, 1], [220, 1]]"
14002,desenvolver,"[[126, 1], [143, 1], [248, 1]]"
14003,excluído,"[[126, 1], [152, 1]]"
14004,fabricar,"[[126, 1]]"
14005,fechando,"[[126, 1]]"
14006,formarão,"[[126, 1]]"
14007,industriais,"[[126, 1], [167, 2]]"
14008,jatos,"[[126, 1]]"
14009,mantido,"[[126, 1], [212, 1], [217, 1]]"
14010,materialização,"[[126, 1]]"
14011,moderavam,"[[126, 1]]"
14012,registrando,"[[126, 1]]"
14013,representavam,"[[126, 1]]"
14014,selada,"[[126, 1]]"
14015,series,"[[126, 1]]"
14016,votantes,"[[126, 1]]"
14017,agropecuária,"[[127, 2]]"
14018,anseio,"[[127, 1], [248, 1]]"
14019,aplaudiam,"[[127, 1]]"
14020,avaliam,"[[127, 1]]"
14021,avançando,"[[127, 1]]"
14022,avançaram,"[[127, 1], [161, 1]]"
14023,boletim,"[[127, 1], [214, 1], [230, 1]]"
14024,bruta,"[[127, 2], [207, 1]]"
14025,cnt,"[[127, 1]]"
14026,colocará,"[[127, 1]]"
14027,componentes,"[[127, 1], [143, 2], [210, 1]]"
14028,desocupação,"[[127, 1]]"
14029,empurrado,"[[127, 1], [151, 1]]"
14030,evoluímos,"[[127, 1]]"
14031,exagerada,"[[127, 1], [140, 1]]"
14032,exportou,"[[127, 1]]"
14033,focus,"[[127, 1], [138, 1]]"
14034,fôlego,"[[127, 1], [138, 1], [249, 1]]"
14035,ibope,"[[127, 1], [138, 1], [166, 1], [236, 1]]"
14036,imobiliárias,"[[127, 1]]"
14037,indicadores,"[[127, 1], [147, 1]]"
14038,lenta,"[[127, 1], [129, 1], [138, 3], [165, 1], [190, 1], [232, 1]]"
14039,negativamente,"[[127, 1]]"
14040,palis,"[[127, 1]]"
14041,positivas,"[[127, 1], [138, 1], [165, 1], [190, 1]]"
14042,prejudicaram,"[[127, 1], [138, 1]]"
14043,preocupantes,"[[127, 1], [236, 1]]"
14044,pífia,"[[127, 1]]"
14045,rebeca,"[[127, 1]]"
14046,safra,"[[127, 1], [149, 1]]"
14047,segmento,"[[127, 1]]"
14048,sintomas,"[[127, 1], [138, 1], [153, 2]]"
14049,tímido,"[[127, 1], [166, 1]]"
14050,afetando,"[[128, 1]]"
14051,atingida,"[[128, 1], [230, 1]]"
14052,baa,"[[128, 1]]"
14053,consideráveis,"[[128, 1]]"
14054,corporativa,"[[128, 1], [133, 2]]"
14055,elevados,"[[128, 1]]"
14056,emergencial,"[[128, 1]]"
14057,ficarem,"[[128, 1], [162, 1]]"
14058,governança,"[[128, 1]]"
14059,impactos,"[[128, 1], [155, 2], [203, 1]]"
14060,inspeção,"[[128, 1]]"
14061,litígios,"[[128, 3]]"
14062,materialmente,"[[128, 1]]"
14063,moody,"[[128, 3], [142, 4]]"
14064,ofereça,"[[128, 1]]"
14065,passivos,"[[128, 1], [137, 1]]"
14066,persistirão,"[[128, 1]]"
14067,preocupações,"[[128, 1]]"
14068,ratings,"[[128, 3]]"
14069,rebaixados,"[[128, 1]]"
14070,rebaixamento,"[[128, 1]]"
14071,rebaixou,"[[128, 1]]"
14072,robusta,"[[128, 1], [244, 1]]"
14073,substancialmente,"[[128, 1], [165, 1]]"
14074,abalando,"[[129, 1]]"
14075,acidentes,"[[129, 1], [143, 2], [185, 1]]"
14076,acompanhadas,"[[129, 1]]"
14077,acordem,"[[129, 2]]"
14078,acumulando,"[[129, 1]]"
14079,admirada,"[[129, 1]]"
14080,admiração,"[[129, 1], [156, 1], [158, 1], [173, 1]]"
14081,adágio,"[[129, 1]]"
14082,agudo,"[[129, 1]]"
14083,ajustar,"[[129, 1]]"
14084,amarelos,"[[129, 1], [163, 1]]"
14085,antecipa,"[[129, 1]]"
14086,areces,"[[129, 1]]"
14087,arriscadas,"[[129, 1]]"
14088,artefato,"[[129, 1]]"
14089,associa,"[[129, 1], [173, 1], [214, 1]]"
14090,atlântico,"[[129, 1], [194, 1]]"
14091,autodestruição,"[[129, 1], [195, 1]]"
14092,bigode,"[[129, 1]]"
14093,bipartidarismo,"[[129, 1]]"
14094,bolhas,"[[129, 1], [211, 1]]"
14095,cabeceira,"[[129, 1], [158, 1]]"
